,End_event_date,Event_name,reg Rtg Before/After,Quick Rtg Before/After,Bliz Rtg Before/After
19,2024-11-03,MARSHALL NOVEMBER FIDE PREMIER (NY)1: MARSHALL NOVEMBER FIDE PREMIER,2122 =>2098,,
20,2024-10-27,ORIGAMI OPEN (MA)1: WASHI (1700+USCF) FIDE RATED!,2110 =>2122,,
21,2024-10-20,13TH ANNUAL HARTFORD OPEN! (CT)1: MAJOR SECTION!,2101 =>2110,,
22,2024-10-19,9TH ANNUAL HARTFORD OPEN BLITZ! (CT)1: PRIZES RAISED 15%,,,2011 =>2002
23,2024-10-14,3RD SKYLINE OPEN (VA)1: OPEN,2092 =>2101,,
24,2024-10-12,3RD SKYLINE OPEN (VA)5: OPEN-BLITZ,,,2007 =>2011
25,2024-10-06,OCTOBER MARSHALL PREMIER FIDE-OPEN (NY)1: MARSHALL OCTOBER FIDE PREMIER,2088 =>2092,,
26,2024-09-29,BIG MONEY SWISS (MA)4: PLAY UP CHALLENGE,2100 =>2088,1840 =>1834,
27,2024-09-29,BIG MONEY SWISS (MA)1: OPEN,2106 =>2100,1836 =>1840,
28,2024-09-27,FRIDAY NIGHT BBQ & BLITZ (MA)1: OPEN,,,1979 =>2007
29,2024-09-21,2024 CONNECTICUT OPEN (CT)1: OPEN,2091 =>2106,1809 =>1836,
30,2024-09-13,BIG MONEY BLITZ (MA)1: OPEN,,,1969 =>1979
31,2024-09-08,SEP MARSHALL PREMIER FIDE - OPEN (NY)1: MARSHALL 2024 PREMIER OPEN,2069 =>2091,,
32,2024-09-02,146TH ANNUAL NY STATE CHAMPIONSHIP! (NY)1: CHAMPIONSHIP!,2097 =>2069,,
33,2024-08-04,124TH ANNUAL U. S. OPEN CHESS CHAMP (VA)1: MERGED,2080 =>2097,,
34,2024-07-30,5TH ANNUAL ROCKEFELLER NATL TMT OF ELEM ST CHAMPS (VA)1: SECTION3,2074 =>2080,,
35,2024-07-27,5TH ANNUAL WEERAMANTRY NATL TMT OF STATE CHAMPS (VA)2: 1800-2099,,,1952 =>1969
36,2024-07-20,BCF BIG MONEY SWISS (MA)1: OPEN,2078 =>2074,1808 =>1809,
37,2024-07-19,FRIDAY NIGHT BLITZ (MA)1: OPEN,,,1949 =>1952
38,2024-07-14,73RD NEW HAMPSHIRE OPEN (NH)1: OPEN,2051 =>2078,,
39,2024-07-07,52ND ANNUAL WORLD OPEN (PA)2: UNDER 2200,2052 =>2051,,
40,2024-07-03,13TH ANNUAL WORLD OPEN G7 (PA)1: OPEN,,,2022 =>1949
41,2024-06-30,18TH PHILADELPHIA OPEN (PA)1: MAJOR,2033 =>2052,,
42,2024-06-16,2024 ELITE CAMP BLITZ (NC)1: CHARLOTTE ELITE CAMP,,,2054 =>2022
43,2024-06-16,NEW ENGLAND CLASS CHAMPIONSHIP (MA)1: MASTER/EXPERT,2032 =>2033,,
44,2024-06-12,CCC WEDNESDAY ACTION QUADS 87 (NC)2: QUAD B,2055 =>2032,1836 =>1808,
45,2024-06-09,2024 CAROLINAS CLASSIC (NC)1: CHAMPIONSHIP,2067 =>2055,,
46,2024-06-08,2024 CAROLINAS CLASSIC (NC)9: BLITZ CHAMPIONSHIP,,,2041 =>2054
47,2024-05-27,92ND MASSACHUSETTS OPEN (MA)1: CHAMPIONSHIP,2069 =>2067,,
48,2024-05-26,MASSACHUSETTS BLITZ CHAMPIONSHIP (MA)1: BLITZ,,,2038 =>2041
49,2024-05-19,BARRY S. SPIEGEL CUP (MA)3: ELEMENTARY SCHOOL,2054 =>2069,,
50,2024-05-05,CHESS DE MAYO (NH)1: PREMIER (1600+),2041 =>2054,1801 =>1836,
51,2024-05-04,2024 SENECA SPRING SWISS (RI)1: PREMIER,2049 =>2041,1805 =>1801,
