,End_event_date,Event_name,reg Rtg Before/After,Quick Rtg Before/After,Bliz Rtg Before/After
33,2023-11-04,NOVEMBER 4 QUADS (MA)5: QUAD 5,1487 =>1578,,
34,2023-10-27,DMVCHESS.COM OCTOBER CLIMB THE RATING LADDER (VA)4: FRIDAY CLASS,ONL:1095 =>1101,,
35,2023-10-15,88TH GREATER BOSTON OPEN (MA)4: U1800,1490 =>1487,1156 =>1208,
36,2023-10-01,1ST SPIEGEL CUP QUALIFER (MA)2: GRADES K-5,1517 =>1490,1156 =>1156,
37,2023-09-29,DMVCHESS.COM SEPTEMBER CLIMB THE RATING LADDER (VA)1: FRIDAY CLASS,ONL:1146 =>1095,,
38,2023-09-24,BLACK DIAMOND PREMIER (MA)2: U2100,1540 =>1517,1169 =>1156,
39,2023-08-25,DMVCHESS.COM AUGUST CLIMB THE RATING LADDER (VA)2: FRIDAY CLASS,ONL:1155 =>1146,,
40,2023-08-23,DMVCHESS.COM AUGUST SCHOLASTIC TOURNAMENT (VA)1: K-12,ONL:1164 =>1155,,
41,2023-07-28,DMVCHESS.COM JULY CLIMB THE RATING LADDER (VA)4: FRIDAY CLASS,ONL:1289 =>1164,,
42,2023-07-27,JULY THURSDAY NIGHT SWISS (MA)2: U1910,1546 =>1540,,
43,2023-06-30,DMVCHESS.COM JUNE CLIMB THE RATING LADDER (VA)1: FRIDAY CLASS,ONL:1287 =>1289,,
44,2023-05-26,DMVCHESS.COM MAY CLIMB THE RATING LADDER (VA)3: FRIDAY CLASS,ONL:1309 =>1287,,
45,2023-04-28,DMVCHESS.COM APRIL CLIMB THE RATING LADDER (VA)4: FRIDAY CLASS,ONL:1316 =>1309,,
46,2023-04-12,8MAR23 CLUB CHAMPIONSHIP (WI)1: OPEN,1463 =>1546,,
47,2023-03-31,DMVCHESS.COM MARCH CLIMB THE RATING LADDER (VA)1: FRIDAY CLASS,ONL:1321 =>1316,,
48,2023-02-25,25FEB23 WAUKESHA (WI)1: OPEN,1458 =>1463,1142 =>1169,
49,2023-02-24,DMVCHESS.COM FEBRUARY CLIMB THE RATING LADDER (VA)1: FRIDAY CLASS,ONL:1281 =>1321,,
50,2023-01-28,2023 SPARTAN OPEN - IN PERSON EVENT (WI)2: K-12 RATED,1453 =>1458,1120 =>1142,
51,2023-01-27,DMVCHESS.COM JANUARY CLIMB THE RATING LADDER (VA)3: FRIDAY CLASS,ONL:1296 =>1281,,
