,End_event_date,Event_name,reg Rtg Before/After,Quick Rtg Before/After,Bliz Rtg Before/After
19,2024-01-21,GUS GOSSELIN GRADE CHAMPIONSHIP (MA)3: GRADE 5,1421 =>1426,1307 =>1297,
20,2024-01-07,12TH ANNUAL BOSTON CHESS CONGRESS! (MA)4: UNDER 1700 SECTION,1408 =>1421,,
21,2023-12-30,FMCA JUNIOR MASTERS - DECEMBER 2023 (MA)1: U1400,1418 =>1408,1313 =>1307,
22,2023-12-03,HARTFORD COUNTY & CITY CHAMPIONSHIP (CT)2: U1800,1406 =>1418,1284 =>1313,
23,2023-11-19,2ND SPIEGEL CUP QUALIFIER (MA)2: GRADES K-5,1360 =>1406,1272 =>1284,
24,2023-11-17,FRIDAY NIGHT BLITZ (MA)1: OPEN,,,1336 =>1327
25,2023-11-12,FMCA SCHOLASTICS #34 (MA)1: OVER 1000,1298 =>1360,1181 =>1272,
26,2023-11-10,NOVEMBER BIG MONEY BLITZ (MA)1: OPEN,,,1252 =>1336
27,2023-11-04,OCEAN STATE CHESS PREMIER OPEN CHAMPIONSHIP (RI)1: OPEN,1301 =>1298,1181 =>1181,
28,2023-10-22,1ST BROOKLINE BLITZ CHAMPIONSHIP (MA)1: OPEN,,,1192 =>1252
29,2023-10-17,BCC EARLY AUTUMN SWSO (MA)1: OPEN,ONL:677 =>780,,
30,2023-10-15,88TH GREATER BOSTON OPEN (MA)8: EXTRA,1274 =>1301,1166 =>1181,
31,2023-10-15,88TH GREATER BOSTON OPEN (MA)4: U1800,1279 =>1274,1167 =>1166,
32,2023-10-14,9TH MAX MALYUTA MEMORIAL (RI)1: OPEN,1280 =>1279,1152 =>1167,
33,2023-10-01,1ST SPIEGEL CUP QUALIFER (MA)2: GRADES K-5,1246 =>1280,1149 =>1152,
34,2023-09-17,JUNIOR OPEN (MA)1: CHAMPIONSHIP,1273 =>1246,1212 =>1149,
35,2023-09-16,1ST BROOKLINE CHESS CHAMPIONSHIP (MA)1: OPEN,1119 =>1273,1068 =>1212,
36,2023-09-10,BCC SEPTEMBER SCHOLASTICS (MA)2: UNDER 1500,1124 =>1119,1073 =>1068,
37,2023-08-20,FMCA SCHOLASTICS #33 (MA)1: UNDER 1500,1172 =>1124,1119 =>1073,
38,2023-08-18,FRIDAY NIGHT BLITZ (MA)1: EVERYONE,,,1123 =>1192
39,2023-08-06,1ST MANCHESTER OPEN (NH)1: OPEN,1179 =>1172,1149 =>1119,
40,2023-07-30,FMCA SCHOLASTICS #32 (MA)1: UNDER 1500,1082 =>1179,1111 =>1149,
41,2023-07-08,1ST PAPA GINO'S PIZZA & PAWNS QUICK (RI)1: OPEN,,1015 =>1111,
42,2023-06-17,1ST WARREN ARMORY CHESS TOURNAMENT (RI)2: U1500,1146 =>1082,1074 =>1015,
43,2023-06-11,JUNE SCHOLASTIC (MA)3: U 1600,1168 =>1146,1088 =>1074,
44,2023-06-02,BIG MONEY BLITZ (MA)2: U1900,,,1124 =>1123
45,2023-05-28,91ST MASSACHUSETTS OPEN (MA)9: BLITZ,,,1050 =>1124
46,2023-05-21,1ST CANTON LIBRARY FREE TOURNAMENT (MA)1: OPEN,1186 =>1168,1100 =>1088,
47,2023-05-14,FMCA SCHOLASTICS #30 (MA)1: UNDER 1500,1120 =>1186,1011 =>1100,
48,2023-04-30,31ST MASSACHUSETTS G/60 CHAMPIONSHIP (MA)7: U1200,1108 =>1120,996 =>1011,
49,2023-04-27,WALTHAM INVITATIONAL #11 (MA)1: OPEN,ONL:693 (P25) =>677,,
50,2023-04-24,WESTFORD 35 (MA)1: OPEN,1090 =>1108,,
51,2023-04-21,AOCC-161ST-USCF-RATED-FRIDAY-RAPID- (MA)1: SECTION1,,ONL:806 (P12) =>1006 (P15),
