,End_event_date,Event_name,reg Rtg Before/After,Quick Rtg Before/After,Bliz Rtg Before/After
36,2024-01-20,BROOKLINE BLITZ CHAMPIONSHIP (MA)1: OPEN SECTION,,,1421 =>1585
37,2024-01-07,12TH ANNUAL BOSTON CHESS CONGRESS! (MA)2: UNDER 2100 SECTION,1563 =>1553,,
38,2023-12-29,48TH ANNUAL EASTERN OPEN! (VA)3: UNDER 1900 SECTION,1619 =>1563,,
39,2023-12-28,14TH ANNUAL EASTERN OPEN BLITZ! (VA)1: HAPPY HOLIDAYS!!,,,1446 =>1421
40,2023-12-16,1ST RAR OPEN (NH)5: EXTRA GAMES,1618 =>1619,1392 =>1397,
41,2023-12-16,1ST RAR OPEN (NH)1: PREMIER (1600+),1626 =>1618,1401 =>1392,
42,2023-12-10,HARRY NELSON PILLSBURY MEMORIAL (MA)2: U2050,1652 =>1626,1425 =>1401,
43,2023-12-02,3RD EAST PROVIDENCE TOURNAMENT (RI)1: OPEN,1627 =>1652,1372 =>1425,
44,2023-11-26,4TH BOSTON ELITE THANKSGIVING FIDE (MA)2: U2000,1589 =>1627,,
45,2023-11-18,$15 OPEN (MA)1: OPEN,1597 =>1589,1385 =>1372,
46,2023-11-12,BCF FALL FESTIVAL (MA)3: U1900,1589 =>1597,,
47,2023-11-10,NOVEMBER BIG MONEY BLITZ (MA)1: OPEN,,,1301 =>1446
48,2023-11-04,OCEAN STATE CHESS PREMIER OPEN CHAMPIONSHIP (RI)1: OPEN,1617 =>1589,1418 =>1385,
49,2023-10-28,2023 RI STATE CHESS CHAMPIONSHIP (RI)1: U1900,1492 =>1617,1242 =>1418,
50,2023-10-22,1ST BROOKLINE BLITZ CHAMPIONSHIP (MA)1: OPEN,,,1197 =>1301
51,2023-10-21,1ST NASHUA TORNADO (NH)1: PREMIER (1400+),1507 =>1492,1258 =>1242,
