,End_event_date,Event_name,reg Rtg Before/After,Quick Rtg Before/After,Bliz Rtg Before/After
23,2023-03-19,31ST EASTERN CLASS CHAMPIONSHIPS! (CT)5: CLASS C,1283 =>1394,,
24,2023-03-05,3RD SPIEGEL CUP QUALIFIER (MA)3: GRADES K-3,1296 =>1283,1197 =>1188,
25,2023-02-25,9TH QUEEN CITY TORNADO (NH)2: UNDER 1800,1278 =>1296,1178 =>1197,
26,2023-02-23,FEB THURSDAY NIGHT SWISS (MA)2: U1900,1319 =>1278,,
27,2023-02-12,WINTER TEAM CHALLENGE (MA)1: U1800,1204 =>1319,1069 =>1178,
28,2023-01-22,GUS GOSSELIN GRADE CHAMPIONSHIP (MA)5: GRADE 3,1223 =>1204,1082 =>1069,
29,2023-01-08,11TH ANNUAL BOSTON CHESS CONGRESS! (MA)5: UNDER 1500 SECTION,1206 =>1223,,
30,2022-12-17,LEX_DEC (MA)3: U1400,1224 =>1206,1089 =>1082,
31,2022-12-04,HARRY NELSON PILLSBURY MEMORIAL (MA)3: U1750,1087 =>1224,984 =>1089,
32,2022-11-13,2ND SPIEGEL CUP QUALIFIER (MA)3: K-3,1041 =>1087,910 =>984,
33,2022-10-23,87TH GREATER BOSTON OPEN (MA)5: U1500,1017 =>1041,878 =>910,
34,2022-09-18,1ST SPIEGEL CUP QUALIFIER (MA)3: GRADES K-3,1002 =>1017,826 =>878,
35,2022-09-05,81ST NEW ENGLAND OPEN (MA)5: UNDER 1200,883 =>1002,,
36,2022-08-21,BCF AUGUST SCHOLASTICS (MA)1: 14 & UNDER,905 =>883,855 =>826,
37,2022-07-17,BCC JULY SCHOLASTICS (MA)1: 14 & UNDER,934 =>905,897 =>855,
38,2022-06-25,BOSTON ELITE SUMMER RAPID 2022 (MA)1: U1400,903 =>934,891 =>897,
39,2022-05-30,90TH MASSACHUSETTS OPEN (MA)5: UNDER 1200,920 =>903,,
40,2022-04-30,APR_LEX (MA)2: U 1400,860 =>920,839 =>891,
41,2022-04-10,4TH SPIEGEL CUP QUALIFIER (MA)3: GRADES K-3,877 =>860,865 =>839,
42,2022-03-19,MARCH LEXINGTON CHESS 2022 (MA)2: U800,706 =>877,685 =>865,
43,2022-03-06,3RD SPIEGEL CUP QUALIFIER (MA)3: GRADES K-3,629 =>706,612 =>685,
44,2022-02-19,LEXINGTON TOURNAMENT (MA)1: U 800,520 (P25) =>629,505 (P25) =>612,
45,2022-01-23,NECS JANUARY CHALLENGE (MA)1: SECTION 1,ONL:698 (P15) =>739 (P20),,
46,2021-12-18,DECEMBER LEXINGTON RECREATION CHESS (MA)1: U 800,509 (P20) =>520 (P25),496 (P20) =>505 (P25),
47,2021-11-21,NECS NOVEMBER CHALLENGE (MA)1: SECTION 1,ONL:742 (P10) =>698 (P15),,
48,2021-11-07,2ND SPIEGEL CUP QUALIFIER (MA)3: GRADES K-3,516 (P16) =>509 (P20),512 (P16) =>496 (P20),
49,2021-10-17,1ST SPIEGEL CUP QUALIFIER (MA)3: GRADES K-3,519 (P12) =>516 (P16),520 (P12) =>512 (P16),
50,2021-10-11,89TH MASSACHUSETTS OPEN (MA)7: K-6 U1400,552 (P8) =>519 (P12),546 (P8) =>520 (P12),
51,2021-10-10,89TH MASSACHUSETTS OPEN (MA)9: K-3 U1200,(Unrated) =>552 (P8),(Unrated) =>546 (P8),
