,End_event_date,Event_name,reg Rtg Before/After,Quick Rtg Before/After,Bliz Rtg Before/After
20,2023-12-26,DCC DECEMBER TUESDAYS 2023 (CO)2: U1900,1166 =>1235,,
21,2023-12-17,2023 NATIONAL K-12 GRADE CHAMPIONSHIPS (FL)9: 4TH GRADE CHAMPIONSHIP,1092 =>1166,,
22,2023-12-10,WYOMING OPEN 2023 (WY)1: DANCER,1045 =>1092,,
23,2023-12-02,SUMMIT SCHOOL OF CHESS #4 (CO)4: U1400,1042 =>1045,1127 =>1104,
24,2023-11-30,DCC THURSDAYS NOVEMBER 2023 (CO)2: U1600 AND UNRATED,1046 =>1042,,
25,2023-11-28,DCC NOVEMBER TUESDAYS 2023 (CO)3: U1500,1020 =>1046,,
26,2023-11-20,IHOPQUICKCHESSMONDAY20231120 (CO)3: QUAD #3,,1040 =>1127,
27,2023-11-18,PALS CHESSTRAVAGANZA 2023 NOVEMBER (CO)1: K-12 RATED,1017 =>1020,1042 =>1040,
28,2023-11-11,DSCS #3 (CO)1: K-12 RATED,985 =>1017,1036 =>1042,
29,2023-11-04,SUMMIT SCHOOL OF CHESS #3 (CO)4: OPEN,963 =>985,1034 =>1036,
30,2023-10-31,DCC OCTOBER TUESDAYS 2023 (CO)3: U1500,950 =>963,,
31,2023-10-28,SAC'N SWISS OCT 28 (CO)1: OPEN,979 =>950,1091 =>1034,
32,2023-10-26,DCC THURSDAYS OCTOBER 2023 (CO)2: U1600 AND UNRATED,980 =>979,,
33,2023-10-21,IHOP QUICK CHESS OCT 2023 (CO)1: OCTOBER,,911 =>1091,
34,2023-10-15,DCC FALL CLASSIC 2023 (CO)6: EXTRA GAMES,981 =>980,,
35,2023-10-15,DCC FALL CLASSIC 2023 (CO)4: U1400,961 =>981,,
36,2023-10-07,SUMMIT SCHOOL OF CHESS OCT TOURNEY (CO)1: U1400,936 =>961,874 =>911,
37,2023-09-30,CHESSMATES SEPTEMBER 30TH (CO)1: RATED,1017 =>936,963 =>874,
38,2023-09-28,DCC SEPTEMBER THURSDAYS 2023 (CO)2: U1600 AND UNRATED,989 =>1017,,
39,2023-09-26,DCC SEPTEMBER TUESDAYS 2023 (CO)3: U1500,1008 =>989,,
40,2023-09-23,SUMMIT SCHOOL OF CHESS #1 (CO)2: U1400,980 =>1008,949 =>963,
41,2023-08-29,DCC AUGUST TUESDAYS 2023 (CO)3: U1500,951 =>980,,
42,2023-08-01,DCC JULY TUESDAYS 2023  (NO MTG 7/4) (CO)4: EXTRA GAMES,908 =>951,,
43,2023-08-01,DCC JULY TUESDAYS 2023  (NO MTG 7/4) (CO)3: U1500,908 =>908,,
44,2023-07-22,SUMMIT SUMMER SCHOLASTIC (CO)4: U1400,1008 =>908,1083 =>949,
45,2023-06-29,DCC JUNE THURSDAYS 2023 (CO)2: U1600 AND UNRATED,1003 =>1008,,
46,2023-06-27,DCC JUNE TUESDAYS 2023 (CO)3: U1500,1048 =>1003,,
47,2023-05-30,DCC MAY TUESDAYS 2023 (YEARLY DCC C (CO)3: U1500,1073 =>1048,,
48,2023-05-25,DCC MAY THURSDAYS 2023 (CO)2: U1600 AND UNRATED,1081 =>1073,,
49,2023-05-14,2023 NATIONAL ELEMENTARY K-6 CHAMPIONSHIP (MD)8: K3 CHAMPIONSHIP,1073 =>1081,,
50,2023-05-11,2023 NATIONAL ELEMENTARY BLITZ CHAMPIONSHIP (MD)2: K3 BLITZ CHAMPIONSHIP,,,679 =>584
51,2023-04-30,KINGS OF CHESS MAY 2023 (CO)3: K-12 DIVISION,1065 =>1073,1084 =>1083,
