,End_event_date,Event_name,reg Rtg Before/After,Quick Rtg Before/After,Bliz Rtg Before/After
42,2023-02-12,2023 SCHOLASTIC STATE CHAMPIONSHIPS (CO)4: K-3,970 =>968,,
43,2023-02-05,KINGSOFCHESSFEB2023 (CO)1: K-12 DIVISION,914 =>970,886 =>929,
44,2023-02-04,SSC #6 (CO)4: U1000,917 =>914,883 =>886,
45,2023-01-07,DSCS #5 (CO)1: K-12 RATED,866 =>917,840 =>883,
46,2022-11-05,PALS HALLOWEEN CHESSTRAAVAGANZA (CO)1: K- 8 DIVISION,822 =>866,781 =>840,
47,2022-10-15,DSCS #2 (CO)1: K-12 RATED,816 =>822,772 =>781,
48,2022-10-08,PALS OCTOBER CHESSTAVAGANZA (CO)1: K- 8 DIVISION,794 =>816,724 (P23) =>772,
49,2022-09-04,COLORADO OPEN- CHAMPIONSHIP (CO)3: U1600,731 (P23) =>794,,
50,2022-08-20,KING OF CHESS AUGUST (CO)3: K - 12 DIVISION,726 (P19) =>731 (P23),728 (P19) =>724 (P23),
51,2022-07-16,KING OF CHESS TOURNAMENT (CO)1: K-3,709 (P15) =>726 (P19),711 (P15) =>728 (P19),
